reviews,notes
"je ne m'attendais à rien et j'ai quand même réussi à être déçu. comment pouvez-vous diffuser de tels navets en 2025? je n'ai pas les mots, tout est mauvais, de la première à la dernière minute. les réalisateurs auraient pu rendre hommage à ce jeu créatif et cher aux yeux de millions de joueurs (un peu comme super mario bros), mais ils ont préféré parier tout sur l'humour d'une lourdeur à l'étranger et sur des acteurs complètement perdus. j'aurais aimé la mention ""film interdit depuis plus de 10 ans"", cela m'aurait évité de perdre 2 heures de mon précieux temps pour remplir cette purge cinématographique.","0,5"
"le film prend beaucoup de liberté avec le jeu, qui casse complètement l'immersion, presque aucune musique n'est utilisée (pourquoi?) les acteurs sont au mieux oubliables, au pire insupportable comme momoa et jack black.","0,5"
"franchement, je ne comprends pas qu'il y a des gens que nous critiquons le film alors qu'ils n'ont même pas été sortis, je trouve ridicule de dire que le film sera nul avant cette sortie. d'autres ont préféré l'animation, mais ce n'est pas le cinéma, il y a plusieurs youtubers qui font de l'animation sur youtube, donc le mettre au cinéma n'aurait pas d'intérêt lorsqu'il y a une action en direct et son air drôle.","5,0"
"cinématographiquement ... ce n'est pas bon. il n'y a rien qui se passe dans le script, il y a des erreurs logiques, elle ne respecte pas complètement le jeu ... mais quand nous savons que nous allons avec des amis, et nous le voyons juste pour rire et en rire, nous passons un bon moment. l'humour est en haut et le plus gros point fort de la fim pour moi, reste jack black.","2,5"
"ce film est excellent je le recommande à tous les fans du cinéma et des comédies musicales et des jeux vidéo, chicken jockey","5,0"
"personnages mal joués, mal faits, insupportables et non attachants avec un scénario des plus mauvais ...","0,5"
"j'ai passé un bon moment. ce film est une petite pépite parce que nous pensons que les acteurs s'amusaient. et nous passons un bon moment.  il est rafraîchissant et plein de bonne humeur. je ne joue pas chez minecraft, donc je n'ai pas le point de vue de la comparaison avec les jeux. mention spéciale pour jack black et jason momoa. si vous voulez changer d'air, n'existent pas!","5,0"
"le film en grande partie a échoué et un mauvais personnage de momoa insupportable et pourtant j'apprécie les blagues au niveau de l'acteur, aucune n'a réussi - le public est ciblé entre 7 et 11 ans - le côté créatif poussé au début puis complètement abandonné, c'était cependant le message que ce film semblait voulu être recherché","1,5"
"mauvais film, théâtre et effets visuels déplorables. une histoire la plus simple ..............","1,5"
"je ne m'attendais pas à grand-chose, mais c'était pire que aucune histoire digne du nom. les chansons sont zéro. je me suis ennuyé du début à la fin.","1,0"
pas grand-chose à retenir dans ce film. nous assistons davantage à une mauvaise comédie sans américaine et à la créativité dans la mise en scène qu'une véritable insertion dans un univers qui pourrait avoir un potentiel sur grand écran.,"1,5"
"aucune surprise comparée à la bande-annonce, nous savons ce que nous allons voir: un film d'action familial formaté, exploitant le monde de minecraft. un rythme effréné, de grands effets spéciaux (assez réussi, avouons-le), mais il manque cruellement dans les jeux vidéo. pas pour conseiller les joueurs de la première heure (ces adultes aujourd'hui), mais plaira aux enfants. j'espère qu'un autre projet plus réfléchi sera né.","1,5"
"un échec total, tant de possibilités de faire un bon film minecraft, mais ils ont pris une direction artistique qui n'a ni que la queue ni la tête, très déçue","1,0"
"magnifiques ensembles. ils voulaient mettre trop de détails, parler ou se référer à trop de choses qui gâchent l'histoire.","2,5"
"après des années d'attente, l'adaptation du célèbre jeu vidéo ""minecraft"" a été publiée. un film qui était proche de moi pour aller le voir comme je jouais pendant mon adolescence. cependant, les bandes-annonces ne m'ont pas convaincu, et le film était encore pire ... il y avait beaucoup d'aspects et de façons de faire pour exploiter avec cet univers, finalement tout ce que nous avions le droit est une parodie de jumanji. un scénario complètement claqué (mais pour un long métrage qui ne se prend pas au sérieux, il semble logique), un film qui essaie d'être drôle mais qui devient presque ennuyeux et sans intérêt. cette production a juste permis à jack black et jason momoa de se laisser aller, et a essayé de viser un public familial, mais franchement, je pense que même dans ce domaine, le film reste très limité. déçu que minecraft aux yeux des producteurs n'ait pas été pris au sérieux et ait simplement été l'occasion de faire de l'humour très enfantin, je le vois comme un manque de respect pour la licence et pour nous. quand vous voyez que même le jeu vidéo (aussi destiné aux enfants) ""minecraft: mode story"" mieux fait avec une histoire beaucoup plus attrayante et des personnages plus attachants, c'est-à-dire le niveau de ce film ...","1,0"
"je ne connais que minecraft par le fait que mon fils aîné, qui a aujourd'hui 20 ans, y a longuement joué quand il était un peu plus jeune. mais j'avoue que je n'ai jamais vraiment compris l'intérêt du jeu (chacun ses goûts). là, nous sommes allés voir le film avec trois, mon fils, ma fille cadette de 11 ans et moi donc. et là, quelle déception. autant que je ne m'attendais pas à un jeu vidéo minimaliste adapté au cinéma, mais c'est une écriture faible. les personnages sont sous-développés, les dialogues sont simplistes ou même nullissimes, les effets spéciaux ne sont pas convaincants. même jack black que j'aime vraiment semble en faire des tonnes pour essayer de sauver les meubles. il est convenu, sans surprise et un peu long à la fin. seule ma fille a vraiment aimé et je pense que c'est là, le cœur cible de ce genre de production. donc, personnellement, ainsi que l'opinion de mon fils, nous ne l'aimions pas du tout, mais cela devrait plaire à un public plus jeune.","1,5"
"je savais que le jeu vidéo de mon fils qui aime beaucoup d'enfants de cette génération est un fan, que j'avais du mal à comprendre en vue des graphiques! mais les quelques références que je connaissais sont présentes dans ce film, avec des graphiques visuellement réussis. nous avons passé un bon moment avec la famille, si le script n'est peut-être pas ""fou"", le divertissement est là, la musique, l'atmosphère, ... aucune offense aux ennemis, j'ai hâte de le voir à la maison","4,5"
vide sans intérêt même pour les adeptes du jeu. mourir d'ennui pour croire qu'ia a écrit le film.,"1,0"
"film familial correct, pas fou mais gentil pour les enfants. mon fils de 6 ans a passé un bon moment.","2,5"
"la comédie s'est concentrée pour les enfants, plutôt sympa même si nous ne sommes pas dans un grand cinéma, nous passons un bon moment.","3,0"
"franchement, mes enfants ont vraiment apprécié. nous n'avons pas ri, c'est l'essentiel.  les effets spéciaux sont beaucoup plus. l'histoire que nous oublions mais j'ai aimé les personnages des ports, mm, m (les monosourcils).","3,5"
"honnêtement, un bon divertissement, la note moyenne est vraiment abusée.  les acteurs sont plutôt bien choisis, (mais pourquoi mettre un enfant comme un héros ???), nous sourions et rions même deux ou trois fois avec la gorge déployée. la barrière des vrais acteurs dans un faux décor est difficile à traverser, mais nous ne pouvons pas leur blâmer d'avoir fait de leur mieux. en commençant par un a priori très négatif, je sors toujours avec un sourire sur ses lèvres, le pari est plutôt réussi!","3,5"
"une insulte au jeu vidéo, les dialogues qui ressemblent aux enfants qui se parlent, les vannes et les jeux de mots ne sont pas drôles. un frisson d'embarras tout au long du film, un film marketing juste qui ne montre rien de créativité et ce que le jeu offre.","0,5"
"c'était pitoyable, un doigt d'honneur de tout ce qui a eu notre enfance. même le service des fans était misérable. très clairement aux attentes :)","1,0"
"le scénario du film est moyen au début du film lors de l'arrivée des héros et à la fin du film. il y avait beaucoup de bâillon sur le mot porc par le piglin queen par rapport à la nourriture.  le ost accompagnant le film était énergique et puissant à chaque instant du film.   l'action se déroule principalement à la surface dans le monde de minecraft.   à la fin du film, les héros du film ont créé un jeu vidéo ma pour résumer le film était cool plutôt dans l'aventure sur minecraft et l'ost. beaucoup d'action et de bâillon.","2,5"
"difficile de critiquer ce film, donc je vais le rendre simple: se divertir sur la forme, vide sur la substance, le scénario tient sur un timbre-poste, les situations sont liées sans véritable cohérence ni logique. cependant, l'œuf de pâques, les gouttes de nom sont assez généreuses et visuellement c'est ok tier, nous ne passons pas le meilleur moment de nos vies mais ce n'est pas horrible non plus.","3,0"
